"V1" "V2"
"14054" "HMDB0006228" "LMST03020686"
"14064" "HMDB0006245" "LMFA03060093"
"14065" "HMDB0006246" "LMFA01030819"
"14069" "HMDB0006254" "LMPR01090025"
"14071" "HMDB0006259" "LMST02020054"
"14075" "HMDB0006270" "LMFA01030123"
"14076" "HMDB0006271" "LMST01010066"
"14077" "HMDB0006272" "LMFA01060169"
"14082" "HMDB0006281" "LMST04030081"
"14083" "HMDB0006283" "LMST01010211"
"14085" "HMDB0006285" "LMPR01090026"
"14095" "HMDB0006322" "LMFA01030820"
"14096" "HMDB0006323" "LMFA01030821"
"14097" "HMDB0006327" "LMPR02020054"
"14100" "HMDB0006331" "LMFA01170077"
"14102" "HMDB0006335" "LMPR02020059"
"14124" "HMDB0006454" "LMFA01060172"
"14134" "HMDB0006465" "LMFA03020009"
"14137" "HMDB0006469" "LMFA07070009"
"14156" "HMDB0006505" "LMST01010247"
"14163" "HMDB0006514" "LMFA07050063"
"14165" "HMDB0006519" "LMFA07050046"
"14168" "HMDB0006523" "LMFA07050007"
"14171" "HMDB0006528" "LMFA04000044"
"14180" "HMDB0006547" "LMFA01030357"
"14182" "HMDB0006552" "LMPK10000006"
"14188" "HMDB0006560" "LMST03020223"
"14189" "HMDB0006562" "LMFA03110004"
"14259" "HMDB0006707" "LMPR02010004"
"14261" "HMDB0006710" "LMPR02010003"
"14266" "HMDB0006725" "LMST01020004"
"14284" "HMDB0006755" "LMST02030199"
"14285" "HMDB0006756" "LMST02030196"
"14286" "HMDB0006757" "LMST02030188"
"14287" "HMDB0006758" "LMST02030095"
"14289" "HMDB0006762" "LMST02030141"
"14294" "HMDB0006770" "LMST02020069"
"14295" "HMDB0006771" "LMST02020071"
"14297" "HMDB0006773" "LMST02020066"
"14298" "HMDB0006774" "LMST02020065"
"14318" "HMDB0006816" "LMPR02010045"
"14319" "HMDB0006817" "LMPR02010042"
"14333" "HMDB0006836" "LMPR0106210001"
"14335" "HMDB0006839" "LMST01010087"
"14337" "HMDB0006841" "LMST01010096"
"14339" "HMDB0006845" "LMST01031019"
"14340" "HMDB0006846" "LMST01030100"
"14342" "HMDB0006848" "LMST01030135"
"14344" "HMDB0006851" "LMST01040154"
"14368" "HMDB0006893" "LMST04030109"
"14375" "HMDB0006900" "LMFA01050383"
"14383" "HMDB0006928" "LMST01031020"
"14392" "HMDB0006968" "LMGP13010003"
"14412" "HMDB0006988" "LMGP13010004"
"14432" "HMDB0007008" "LMGL02010321"
"14435" "HMDB0007011" "LMGL02010378"
"14436" "HMDB0007012" "LMGL02010379"
"14437" "HMDB0007013" "LMGL02010383"
"14439" "HMDB0007015" "LMGL02010384"
"14440" "HMDB0007016" "LMGL02010385"
"14442" "HMDB0007018" "LMGL02010386"
"14444" "HMDB0007020" "LMGL02010388"
"14445" "HMDB0007021" "LMGL02010389"
"14446" "HMDB0007022" "LMGL02010390"
"14448" "HMDB0007024" "LMGL02010391"
"14449" "HMDB0007025" "LMGL02010392"
"14451" "HMDB0007027" "LMGL02010393"
"14452" "HMDB0007028" "LMGL02010395"
"14454" "HMDB0007030" "LMGL02010397"
"14455" "HMDB0007031" "LMGL02010399"
"14457" "HMDB0007033" "LMGL02010400"
"14458" "HMDB0007034" "LMGL02010401"
"14462" "HMDB0007038" "LMGL02010325"
"14464" "HMDB0007040" "LMGL02010402"
"14465" "HMDB0007041" "LMGL02010403"
"14466" "HMDB0007042" "LMGL02010407"
"14468" "HMDB0007044" "LMGL02010408"
"14469" "HMDB0007045" "LMGL02010409"
"14471" "HMDB0007047" "LMGL02010410"
"14473" "HMDB0007049" "LMGL02010412"
"14474" "HMDB0007050" "LMGL02010413"
"14475" "HMDB0007051" "LMGL02010414"
"14477" "HMDB0007053" "LMGL02010415"
"14478" "HMDB0007054" "LMGL02010416"
"14480" "HMDB0007056" "LMGL02010417"
"14481" "HMDB0007057" "LMGL02010419"
"14483" "HMDB0007059" "LMGL02010421"
"14484" "HMDB0007060" "LMGL02010423"
"14486" "HMDB0007062" "LMGL02010424"
"14487" "HMDB0007063" "LMGL02010425"
"14492" "HMDB0007068" "LMGL02010326"
"14493" "HMDB0007069" "LMGL02010426"
"14494" "HMDB0007070" "LMGL02010427"
"14495" "HMDB0007071" "LMGL02010431"
"14497" "HMDB0007073" "LMGL02010432"
"14498" "HMDB0007074" "LMGL02010433"
"14500" "HMDB0007076" "LMGL02010434"
"14502" "HMDB0007078" "LMGL02010436"
"14503" "HMDB0007079" "LMGL02010437"
"14504" "HMDB0007080" "LMGL02010438"
"14506" "HMDB0007082" "LMGL02010439"
"14507" "HMDB0007083" "LMGL02010440"
"14509" "HMDB0007085" "LMGL02010441"
"14510" "HMDB0007086" "LMGL02010443"
"14512" "HMDB0007088" "LMGL02010445"
"14513" "HMDB0007089" "LMGL02010447"
"14515" "HMDB0007091" "LMGL02010448"
"14516" "HMDB0007092" "LMGL02010449"
"14522" "HMDB0007098" "LMGL02010009"
"14523" "HMDB0007099" "LMGL02010010"
"14524" "HMDB0007100" "LMGL02010020"
"14525" "HMDB0007101" "LMGL02010307"
"14526" "HMDB0007102" "LMGL02010006"
"14527" "HMDB0007103" "LMGL02010027"
"14529" "HMDB0007105" "LMGL02010032"
"14531" "HMDB0007108" "LMGL02010048"
"14532" "HMDB0007109" "LMGL02010055"
"14534" "HMDB0007111" "LMGL02010062"
"14535" "HMDB0007112" "LMGL02010070"
"14537" "HMDB0007114" "LMGL02010078"
"14538" "HMDB0007115" "LMGL02010096"
"14539" "HMDB0007116" "LMGL02010106"
"14540" "HMDB0007117" "LMGL02010127"
"14541" "HMDB0007118" "LMGL02010138"
"14543" "HMDB0007120" "LMGL02010150"
"14544" "HMDB0007121" "LMGL02010162"
"14551" "HMDB0007128" "LMGL02010011"
"14552" "HMDB0007129" "LMGL02010023"
"14554" "HMDB0007131" "LMGL02010026"
"14555" "HMDB0007132" "LMGL02010031"
"14557" "HMDB0007134" "LMGL02010035"
"14559" "HMDB0007136" "LMGL02010047"
"14560" "HMDB0007137" "LMGL02010054"
"14561" "HMDB0007138" "LMGL02010061"
"14563" "HMDB0007141" "LMGL02010077"
"14565" "HMDB0007143" "LMGL02010086"
"14566" "HMDB0007144" "LMGL02010105"
"14567" "HMDB0007145" "LMGL02010115"
"14568" "HMDB0007146" "LMGL02010137"
"14569" "HMDB0007147" "LMGL02010149"
"14571" "HMDB0007149" "LMGL02010161"
"14572" "HMDB0007150" "LMGL02010174"
"14578" "HMDB0007156" "LMGL02010003"
"14580" "HMDB0007158" "LMGL02010037"
"14582" "HMDB0007160" "LMGL02010043"
"14583" "HMDB0007161" "LMGL02010050"
"14585" "HMDB0007163" "LMGL02010057"
"14587" "HMDB0007165" "LMGL02010073"
"14588" "HMDB0007166" "LMGL02010082"
"14589" "HMDB0007167" "LMGL02010091"
"14591" "HMDB0007169" "LMGL02010101"
"14592" "HMDB0007170" "LMGL02010111"
"14594" "HMDB0007172" "LMGL02010122"
"14595" "HMDB0007173" "LMGL02010145"
"14596" "HMDB0007174" "LMGL02010157"
"14597" "HMDB0007175" "LMGL02010182"
"14598" "HMDB0007176" "LMGL02010194"
"14600" "HMDB0007178" "LMGL02010205"
"14601" "HMDB0007179" "LMGL02010216"
"14636" "HMDB0007214" "LMGL02010005"
"14640" "HMDB0007218" "LMGL02010049"
"14641" "HMDB0007219" "LMGL02010056"
"14643" "HMDB0007221" "LMGL02010064"
"14645" "HMDB0007223" "LMGL02010081"
"14646" "HMDB0007224" "LMGL02010090"
"14647" "HMDB0007225" "LMGL02010100"
"14649" "HMDB0007227" "LMGL02010110"
"14650" "HMDB0007228" "LMGL02010121"
"14652" "HMDB0007230" "LMGL02010132"
"14653" "HMDB0007231" "LMGL02010156"
"14654" "HMDB0007232" "LMGL02010169"
"14655" "HMDB0007233" "LMGL02010193"
"14656" "HMDB0007234" "LMGL02010204"
"14658" "HMDB0007236" "LMGL02010215"
"14669" "HMDB0007248" "LMGL02010063"
"14671" "HMDB0007250" "LMGL02010071"
"14673" "HMDB0007252" "LMGL02010089"
"14674" "HMDB0007253" "LMGL02010099"
"14675" "HMDB0007254" "LMGL02010109"
"14677" "HMDB0007256" "LMGL02010120"
"14678" "HMDB0007257" "LMGL02010131"
"14680" "HMDB0007259" "LMGL02010143"
"14681" "HMDB0007260" "LMGL02010168"
"14682" "HMDB0007261" "LMGL02010180"
"14683" "HMDB0007262" "LMGL02010203"
"14686" "HMDB0007272" "LMGL02010474"
"14687" "HMDB0007273" "LMGL02010475"
"14688" "HMDB0007274" "LMGL02010479"
"14690" "HMDB0007276" "LMGL02010480"
"14691" "HMDB0007277" "LMGL02010481"
"14692" "HMDB0007278" "LMGL02010328"
"14693" "HMDB0007279" "LMGL02010482"
"14695" "HMDB0007281" "LMGL02010484"
"14696" "HMDB0007282" "LMGL02010485"
"14697" "HMDB0007283" "LMGL02010486"
"14699" "HMDB0007285" "LMGL02010487"
"14700" "HMDB0007286" "LMGL02010488"
"14702" "HMDB0007288" "LMGL02010489"
"14703" "HMDB0007289" "LMGL02010491"
"14705" "HMDB0007291" "LMGL02010493"
"14706" "HMDB0007292" "LMGL02010495"
"14708" "HMDB0007294" "LMGL02010496"
"14709" "HMDB0007295" "LMGL02010497"
"14721" "HMDB0007308" "LMGL02010079"
"14723" "HMDB0007310" "LMGL02010098"
"14724" "HMDB0007311" "LMGL02010108"
"14725" "HMDB0007312" "LMGL02010119"
"14727" "HMDB0007314" "LMGL02010130"
"14728" "HMDB0007315" "LMGL02010142"
"14730" "HMDB0007317" "LMGL02010154"
"14731" "HMDB0007318" "LMGL02010179"
"14732" "HMDB0007319" "LMGL02010191"
"14733" "HMDB0007320" "LMGL02010213"
"14734" "HMDB0007321" "LMGL02010223"
"14736" "HMDB0007323" "LMGL02010233"
"14737" "HMDB0007324" "LMGL02010242"
"14743" "HMDB0007330" "LMGL02010498"
"14744" "HMDB0007331" "LMGL02010499"
"14745" "HMDB0007332" "LMGL02010503"
"14747" "HMDB0007334" "LMGL02010504"
"14748" "HMDB0007335" "LMGL02010505"
"14750" "HMDB0007337" "LMGL02010506"
"14751" "HMDB0007338" "LMGL02010329"
"14752" "HMDB0007339" "LMGL02010508"
"14753" "HMDB0007340" "LMGL02010509"
"14754" "HMDB0007341" "LMGL02010510"
"14756" "HMDB0007343" "LMGL02010511"
"14757" "HMDB0007344" "LMGL02010512"
"14759" "HMDB0007346" "LMGL02010513"
"14760" "HMDB0007347" "LMGL02010515"
"14762" "HMDB0007349" "LMGL02010517"
"14763" "HMDB0007350" "LMGL02010519"
"14765" "HMDB0007352" "LMGL02010520"
"14766" "HMDB0007353" "LMGL02010521"
"14774" "HMDB0007361" "LMGL02010008"
"14781" "HMDB0007368" "LMGL02010117"
"14782" "HMDB0007369" "LMGL02010128"
"14783" "HMDB0007370" "LMGL02010140"
"14785" "HMDB0007372" "LMGL02010152"
"14786" "HMDB0007373" "LMGL02010165"
"14788" "HMDB0007375" "LMGL02010177"
"14789" "HMDB0007376" "LMGL02010200"
"14790" "HMDB0007377" "LMGL02010211"
"14791" "HMDB0007378" "LMGL02010231"
"14792" "HMDB0007379" "LMGL02010240"
"14794" "HMDB0007381" "LMGL02010249"
"14795" "HMDB0007382" "LMGL02010257"
"14811" "HMDB0007398" "LMGL02010139"
"14812" "HMDB0007399" "LMGL02010151"
"14814" "HMDB0007401" "LMGL02010164"
"14815" "HMDB0007402" "LMGL02010176"
"14817" "HMDB0007404" "LMGL02010188"
"14818" "HMDB0007405" "LMGL02010210"
"14819" "HMDB0007406" "LMGL02010220"
"14820" "HMDB0007407" "LMGL02010239"
"14821" "HMDB0007408" "LMGL02010248"
"14823" "HMDB0007410" "LMGL02010256"
"14824" "HMDB0007411" "LMGL02010264"
"14841" "HMDB0007428" "LMGL02010163"
"14843" "HMDB0007430" "LMGL02010175"
"14844" "HMDB0007431" "LMGL02010187"
"14846" "HMDB0007433" "LMGL02010198"
"14847" "HMDB0007434" "LMGL02010219"
"14848" "HMDB0007435" "LMGL02010229"
"14849" "HMDB0007436" "LMGL02010247"
"14850" "HMDB0007437" "LMGL02010255"
"14852" "HMDB0007439" "LMGL02010263"
"14853" "HMDB0007440" "LMGL02010270"
"14901" "HMDB0007488" "LMGL02010186"
"14902" "HMDB0007489" "LMGL02010197"
"14904" "HMDB0007491" "LMGL02010208"
"14905" "HMDB0007492" "LMGL02010228"
"14906" "HMDB0007493" "LMGL02010237"
"14907" "HMDB0007494" "LMGL02010254"
"14908" "HMDB0007495" "LMGL02010262"
"14910" "HMDB0007497" "LMGL02010269"
"14911" "HMDB0007498" "LMGL02010276"
"14930" "HMDB0007518" "LMGL02010207"
"14932" "HMDB0007520" "LMGL02010217"
"14933" "HMDB0007521" "LMGL02010236"
"14934" "HMDB0007522" "LMGL02010245"
"14935" "HMDB0007523" "LMGL02010261"
"14936" "HMDB0007524" "LMGL02010268"
"14938" "HMDB0007526" "LMGL02010275"
"14939" "HMDB0007527" "LMGL02010281"
"14990" "HMDB0007578" "LMGL02010226"
"14991" "HMDB0007579" "LMGL02010244"
"14992" "HMDB0007580" "LMGL02010252"
"14993" "HMDB0007581" "LMGL02010267"
"14994" "HMDB0007582" "LMGL02010274"
"14996" "HMDB0007584" "LMGL02010280"
"14997" "HMDB0007585" "LMGL02010286"
"15020" "HMDB0007608" "LMGL02010258"
"15021" "HMDB0007609" "LMGL02010265"
"15022" "HMDB0007610" "LMGL02010278"
"15023" "HMDB0007611" "LMGL02010284"
"15025" "HMDB0007613" "LMGL02010289"
"15026" "HMDB0007614" "LMGL02010294"
"15050" "HMDB0007638" "LMGL02010271"
"15051" "HMDB0007639" "LMGL02010283"
"15052" "HMDB0007640" "LMGL02010288"
"15054" "HMDB0007642" "LMGL02010293"
"15055" "HMDB0007643" "LMGL02010297"
"15080" "HMDB0007668" "LMGL02010291"
"15081" "HMDB0007669" "LMGL02010295"
"15083" "HMDB0007671" "LMGL02010299"
"15084" "HMDB0007672" "LMGL02010302"
"15110" "HMDB0007698" "LMGL02010298"
"15112" "HMDB0007700" "LMGL02010301"
"15113" "HMDB0007701" "LMGL02010304"
"15170" "HMDB0007758" "LMGL02010303"
"15171" "HMDB0007759" "LMGL02010305"
"15200" "HMDB0007788" "LMGL02010306"
"15264" "HMDB0007858" "LMGP10010007"
"15265" "HMDB0007859" "LMGP10010032"
"15266" "HMDB0007860" "LMGP10010023"
"15267" "HMDB0007861" "LMGP10010036"
"15271" "HMDB0007865" "LMGP10010962"
"15272" "HMDB0007866" "LMGP01010477"
"15273" "HMDB0007867" "LMGP01011364"
"15274" "HMDB0007868" "LMGP01010479"
"15275" "HMDB0007869" "LMGP01010481"
"15276" "HMDB0007870" "LMGP01010485"
"15277" "HMDB0007871" "LMGP01010488"
"15278" "HMDB0007872" "LMGP01010490"
"15279" "HMDB0007873" "LMGP01010492"
"15280" "HMDB0007874" "LMGP01010496"
"15283" "HMDB0007877" "LMGP01010499"
"15284" "HMDB0007878" "LMGP01010505"
"15287" "HMDB0007881" "LMGP01012127"
"15288" "HMDB0007882" "LMGP01011374"
"15291" "HMDB0007885" "LMGP01010508"
"15292" "HMDB0007886" "LMGP01010511"
"15294" "HMDB0007888" "LMGP01011377"
"15295" "HMDB0007889" "LMGP01011378"
"15299" "HMDB0007893" "LMGP01010515"
"15305" "HMDB0007899" "LMGP01011381"
"15306" "HMDB0007900" "LMGP01010523"
"15307" "HMDB0007901" "LMGP01011382"
"15308" "HMDB0007902" "LMGP01011384"
"15312" "HMDB0007906" "LMGP01011390"
"15314" "HMDB0007908" "LMGP01011392"
"15315" "HMDB0007910" "LMGP01011394"
"15318" "HMDB0007913" "LMGP01011399"
"15321" "HMDB0007916" "LMGP01011401"
"15323" "HMDB0007918" "LMGP01011402"
"15325" "HMDB0007920" "LMGP01012133"
"15330" "HMDB0007925" "LMGP01011408"
"15337" "HMDB0007932" "LMGP01011410"
"15338" "HMDB0007933" "LMGP01011411"
"15339" "HMDB0007934" "LMGP01010530"
"15340" "HMDB0007935" "LMGP01010532"
"15341" "HMDB0007936" "LMGP01010535"
"15342" "HMDB0007937" "LMGP01010539"
"15343" "HMDB0007938" "LMGP01010541"
"15345" "HMDB0007941" "LMGP01011416"
"15346" "HMDB0007942" "LMGP01011417"
"15347" "HMDB0007943" "LMGP01011418"
"15348" "HMDB0007944" "LMGP01011420"
"15349" "HMDB0007945" "LMGP01011421"
"15350" "HMDB0007946" "LMGP01011422"
"15352" "HMDB0007948" "LMGP01011423"
"15356" "HMDB0007953" "LMGP01011426"
"15357" "HMDB0007954" "LMGP01011428"
"15358" "HMDB0007955" "LMGP01011429"
"15361" "HMDB0007958" "LMGP01011430"
"15368" "HMDB0007965" "LMGP01010560"
"15369" "HMDB0007966" "LMGP01011463"
"15370" "HMDB0007967" "LMGP01010562"
"15371" "HMDB0007969" "LMGP01010566"
"15372" "HMDB0007970" "LMGP01010573"
"15374" "HMDB0007972" "LMGP01010005"
"15375" "HMDB0007973" "LMGP01010594"
"15376" "HMDB0007974" "LMGP01010598"
"15377" "HMDB0007975" "LMGP01010601"
"15379" "HMDB0007977" "LMGP01010616"
"15381" "HMDB0007979" "LMGP01011469"
"15382" "HMDB0007980" "LMGP01010622"
"15384" "HMDB0007982" "LMGP01010007"
"15387" "HMDB0007985" "LMGP01010636"
"15389" "HMDB0007987" "LMGP01011472"
"15390" "HMDB0007988" "LMGP01010642"
"15391" "HMDB0007989" "LMGP01010645"
"15392" "HMDB0007990" "LMGP01010647"
"15393" "HMDB0007991" "LMGP01010652"
"15394" "HMDB0007992" "LMGP01010657"
"15400" "HMDB0007998" "LMGP01011475"
"15402" "HMDB0008000" "LMGP01011477"
"15404" "HMDB0008002" "LMGP01010684"
"15406" "HMDB0008004" "LMGP01010687"
"15407" "HMDB0008005" "LMGP01010688"
"15408" "HMDB0008006" "LMGP01010690"
"15411" "HMDB0008009" "LMGP01010692"
"15412" "HMDB0008010" "LMGP01011488"
"15413" "HMDB0008011" "LMGP01011489"
"15418" "HMDB0008016" "LMGP01012139"
"15419" "HMDB0008017" "LMGP01011492"
"15420" "HMDB0008018" "LMGP01011494"
"15422" "HMDB0008020" "LMGP01011496"
"15423" "HMDB0008021" "LMGP01011497"
"15425" "HMDB0008023" "LMGP01010696"
"15428" "HMDB0008026" "LMGP01012142"
"15433" "HMDB0008031" "LMGP01010739"
"15435" "HMDB0008033" "LMGP01011583"
"15436" "HMDB0008034" "LMGP01010742"
"15438" "HMDB0008036" "LMGP01010006"
"15440" "HMDB0008038" "LMGP01010761"
"15441" "HMDB0008039" "LMGP01010768"
"15443" "HMDB0008041" "LMGP01011589"
"15445" "HMDB0008043" "LMGP01010781"
"15447" "HMDB0008045" "LMGP01010788"
"15448" "HMDB0008046" "LMGP01010796"
"15449" "HMDB0008047" "LMGP01010799"
"15450" "HMDB0008048" "LMGP01010802"
"15452" "HMDB0008050" "LMGP01010805"
"15453" "HMDB0008051" "LMGP01010809"
"15455" "HMDB0008053" "LMGP01011594"
"15456" "HMDB0008054" "LMGP01010813"
"15459" "HMDB0008057" "LMGP01010821"
"15460" "HMDB0008058" "LMGP01010825"
"15469" "HMDB0008067" "LMGP01012146"
"15470" "HMDB0008068" "LMGP01012147"
"15471" "HMDB0008069" "LMGP01010840"
"15472" "HMDB0008070" "LMGP01010841"
"15473" "HMDB0008071" "LMGP01012148"
"15474" "HMDB0008072" "LMGP01012149"
"15475" "HMDB0008073" "LMGP01012150"
"15476" "HMDB0008074" "LMGP01012151"
"15483" "HMDB0008081" "LMGP01012156"
"15484" "HMDB0008082" "LMGP01012157"
"15487" "HMDB0008085" "LMGP01012158"
"15489" "HMDB0008087" "LMGP01012160"
"15491" "HMDB0008089" "LMGP01010846"
"15499" "HMDB0008097" "LMGP01010882"
"15500" "HMDB0008098" "LMGP01011597"
"15501" "HMDB0008099" "LMGP01011598"
"15502" "HMDB0008100" "LMGP01010884"
"15503" "HMDB0008101" "LMGP01010887"
"15504" "HMDB0008102" "LMGP01010888"
"15505" "HMDB0008103" "LMGP01012163"
"15506" "HMDB0008105" "LMGP01010895"
"15507" "HMDB0008106" "LMGP01011603"
"15508" "HMDB0008107" "LMGP01010898"
"15511" "HMDB0008110" "LMGP01011607"
"15514" "HMDB0008113" "LMGP01011609"
"15515" "HMDB0008114" "LMGP01010905"
"15516" "HMDB0008115" "LMGP01012165"
"15519" "HMDB0008118" "LMGP01012166"
"15523" "HMDB0008123" "LMGP01010913"
"15530" "HMDB0008130" "LMGP01011616"
"15532" "HMDB0008132" "LMGP01011618"
"15533" "HMDB0008133" "LMGP01010932"
"15535" "HMDB0008135" "LMGP01010935"
"15536" "HMDB0008136" "LMGP01012168"
"15537" "HMDB0008137" "LMGP01011624"
"15538" "HMDB0008138" "LMGP01010937"
"15539" "HMDB0008139" "LMGP01012170"
"15541" "HMDB0008141" "LMGP01011626"
"15543" "HMDB0008143" "LMGP01011630"
"15544" "HMDB0008144" "LMGP01011631"
"15546" "HMDB0008146" "LMGP01011633"
"15547" "HMDB0008147" "LMGP01010943"
"15549" "HMDB0008149" "LMGP01011634"
"15550" "HMDB0008150" "LMGP01011636"
"15552" "HMDB0008152" "LMGP01011638"
"15553" "HMDB0008153" "LMGP01011639"
"15554" "HMDB0008154" "LMGP01010946"
"15556" "HMDB0008156" "LMGP01010947"
"15564" "HMDB0008164" "LMGP01011643"
"15565" "HMDB0008165" "LMGP01011644"
"15566" "HMDB0008166" "LMGP01011646"
"15574" "HMDB0008174" "LMGP01011656"
"15575" "HMDB0008175" "LMGP01011659"
"15578" "HMDB0008178" "LMGP01012175"
"15580" "HMDB0008180" "LMGP01011663"
"15582" "HMDB0008182" "LMGP01011664"
"15583" "HMDB0008183" "LMGP01011666"
"15584" "HMDB0008184" "LMGP01012176"
"15585" "HMDB0008185" "LMGP01011668"
"15586" "HMDB0008186" "LMGP01011669"
"15589" "HMDB0008189" "LMGP01011670"
"15591" "HMDB0008191" "LMGP01012177"
"15597" "HMDB0008197" "LMGP01011674"
"15598" "HMDB0008198" "LMGP01011675"
"15599" "HMDB0008199" "LMGP01011677"
"15600" "HMDB0008200" "LMGP01011678"
"15604" "HMDB0008204" "LMGP01011683"
"15605" "HMDB0008205" "LMGP01011684"
"15606" "HMDB0008206" "LMGP01010956"
"15607" "HMDB0008207" "LMGP01011685"
"15608" "HMDB0008208" "LMGP01011688"
"15610" "HMDB0008210" "LMGP01011690"
"15613" "HMDB0008213" "LMGP01011692"
"15615" "HMDB0008215" "LMGP01011693"
"15616" "HMDB0008216" "LMGP01011695"
"15617" "HMDB0008217" "LMGP01012180"
"15618" "HMDB0008218" "LMGP01011697"
"15619" "HMDB0008219" "LMGP01011698"
"15622" "HMDB0008222" "LMGP01011699"
"15624" "HMDB0008224" "LMGP01012181"
"15629" "HMDB0008229" "LMGP01011702"
"15630" "HMDB0008230" "LMGP01011703"
"15631" "HMDB0008231" "LMGP01011704"
"15633" "HMDB0008233" "LMGP01011707"
"15635" "HMDB0008235" "LMGP01012182"
"15638" "HMDB0008238" "LMGP01011714"
"15639" "HMDB0008239" "LMGP01011715"
"15640" "HMDB0008240" "LMGP01011716"
"15645" "HMDB0008245" "LMGP01011722"
"15646" "HMDB0008246" "LMGP01011723"
"15648" "HMDB0008248" "LMGP01011724"
"15649" "HMDB0008249" "LMGP01011726"
"15650" "HMDB0008250" "LMGP01012183"
"15651" "HMDB0008251" "LMGP01011728"
"15652" "HMDB0008252" "LMGP01011729"
"15655" "HMDB0008255" "LMGP01011730"
"15656" "HMDB0008256" "LMGP01012184"
"15662" "HMDB0008262" "LMGP01011000"
"15663" "HMDB0008263" "LMGP01011787"
"15664" "HMDB0008264" "LMGP01011788"
"15665" "HMDB0008265" "LMGP01011002"
"15667" "HMDB0008267" "LMGP01011004"
"15669" "HMDB0008269" "LMGP01011010"
"15670" "HMDB0008270" "LMGP01011296"
"15671" "HMDB0008271" "LMGP01011794"
"15672" "HMDB0008272" "LMGP01011795"
"15673" "HMDB0008273" "LMGP01011796"
"15674" "HMDB0008274" "LMGP01011014"
"15675" "HMDB0008275" "LMGP01011017"
"15677" "HMDB0008277" "LMGP01012185"
"15678" "HMDB0008278" "LMGP01011799"
"15679" "HMDB0008279" "LMGP01011023"
"15680" "HMDB0008280" "LMGP01012186"
"15681" "HMDB0008281" "LMGP01011800"
"15682" "HMDB0008282" "LMGP01011025"
"15685" "HMDB0008285" "LMGP01011804"
"15688" "HMDB0008288" "LMGP01011028"
"15690" "HMDB0008290" "LMGP01011032"
"15695" "HMDB0008295" "LMGP01011807"
"15696" "HMDB0008296" "LMGP01011808"
"15697" "HMDB0008297" "LMGP01011809"
"15699" "HMDB0008299" "LMGP01011812"
"15700" "HMDB0008300" "LMGP01011816"
"15702" "HMDB0008302" "LMGP01011817"
"15703" "HMDB0008303" "LMGP01011818"
"15707" "HMDB0008307" "LMGP01011824"
"15708" "HMDB0008308" "LMGP01011038"
"15710" "HMDB0008310" "LMGP01012187"
"15711" "HMDB0008311" "LMGP01011826"
"15712" "HMDB0008312" "LMGP01011827"
"15713" "HMDB0008313" "LMGP01012188"
"15714" "HMDB0008314" "LMGP01011828"
"15715" "HMDB0008315" "LMGP01011830"
"15717" "HMDB0008317" "LMGP01011832"
"15718" "HMDB0008318" "LMGP01011833"
"15721" "HMDB0008321" "LMGP01011834"
"15728" "HMDB0008328" "LMGP01011837"
"15729" "HMDB0008329" "LMGP01011838"
"15730" "HMDB0008330" "LMGP01011839"
"15731" "HMDB0008331" "LMGP01011841"
"15733" "HMDB0008333" "LMGP01011846"
"15734" "HMDB0008334" "LMGP01012190"
"15738" "HMDB0008338" "LMGP01011850"
"15740" "HMDB0008340" "LMGP01011854"
"15742" "HMDB0008342" "LMGP01011856"
"15743" "HMDB0008343" "LMGP01012191"
"15744" "HMDB0008344" "LMGP01011857"
"15745" "HMDB0008345" "LMGP01011858"
"15747" "HMDB0008347" "LMGP01011859"
"15751" "HMDB0008351" "LMGP01011864"
"15754" "HMDB0008354" "LMGP01011865"
"15761" "HMDB0008361" "LMGP01012192"
"15766" "HMDB0008366" "LMGP01012196"
"15769" "HMDB0008369" "LMGP01012199"
"15771" "HMDB0008371" "LMGP01012201"
"15773" "HMDB0008373" "LMGP01012202"
"15774" "HMDB0008374" "LMGP01012203"
"15775" "HMDB0008375" "LMGP01012204"
"15794" "HMDB0008394" "LMGP01011868"
"15795" "HMDB0008395" "LMGP01011869"
"15796" "HMDB0008396" "LMGP01011870"
"15799" "HMDB0008399" "LMGP01011877"
"15801" "HMDB0008401" "LMGP01011878"
"15802" "HMDB0008402" "LMGP01011879"
"15805" "HMDB0008405" "LMGP01011882"
"15806" "HMDB0008406" "LMGP01011885"
"15807" "HMDB0008407" "LMGP01011887"
"15809" "HMDB0008409" "LMGP01011888"
"15810" "HMDB0008410" "LMGP01011889"
"15812" "HMDB0008412" "LMGP01011890"
"15813" "HMDB0008413" "LMGP01011892"
"15815" "HMDB0008415" "LMGP01011894"
"15816" "HMDB0008416" "LMGP01011895"
"15819" "HMDB0008419" "LMGP01011896"
"15827" "HMDB0008427" "LMGP01011900"
"15828" "HMDB0008428" "LMGP01011901"
"15829" "HMDB0008429" "LMGP01011049"
"15830" "HMDB0008430" "LMGP01011903"
"15831" "HMDB0008431" "LMGP01011907"
"15832" "HMDB0008432" "LMGP01012208"
"15833" "HMDB0008433" "LMGP01011908"
"15834" "HMDB0008434" "LMGP01011909"
"15835" "HMDB0008435" "LMGP01011910"
"15836" "HMDB0008436" "LMGP01011911"
"15837" "HMDB0008437" "LMGP01011912"
