"V1" "V2"
"52578" "HMDB0062744" "LMST04010239"
"52597" "HMDB0062763" "LMFA11000040"
"52605" "HMDB0062773" "LMFA01030707"
"52610" "HMDB0062779" "LMST05020020"
"52611" "HMDB0062780" "LMST02020057"
"52612" "HMDB0062782" "LMST02030175"
"52614" "HMDB0062784" "LMFA01030306"
"52617" "HMDB0062787" "LMFA11000601"
"52620" "HMDB0062790" "LMFA11000686"
"52716" "HMDB0062886" "LMGL03013224"
"52819" "HMDB0062989" "LMGL03014282"
"52848" "HMDB0063018" "LMGL03010154"
"52904" "HMDB0063074" "LMGL03010531"
"52947" "HMDB0063117" "LMGL03014233"
"53000" "HMDB0063171" "LMGL03013798"
"53101" "HMDB0063273" "LMGL03015237"
"53106" "HMDB0063278" "LMGL03010232"
"53167" "HMDB0063339" "LMGL03015132"
"53203" "HMDB0063375" "LMGL03010589"
"53240" "HMDB0063413" "LMGL03010379"
"53261" "HMDB0063434" "LMGL03013847"
"53313" "HMDB0063486" "LMGL03012769"
"53318" "HMDB0063491" "LMGL03010080"
"53326" "HMDB0063499" "LMGL03014018"
"53378" "HMDB0063551" "LMGL03015017"
"53406" "HMDB0063579" "LMGL03013688"
"53426" "HMDB0063602" "LMGL03010340"
"53523" "HMDB0063700" "LMGL03010112"
"53524" "HMDB0063701" "LMGL03013333"
"53552" "HMDB0063729" "LMGL03010424"
"53572" "HMDB0063749" "LMGL03010335"
"53596" "HMDB0063773" "LMGL03010297"
"53599" "HMDB0063776" "LMGL03015066"
"53629" "HMDB0063808" "LMGL03014180"
"53639" "HMDB0063818" "LMGL03013913"
"53696" "HMDB0063875" "LMGL03014453"
"53701" "HMDB0063880" "LMGL03013382"
"53721" "HMDB0063900" "LMGL03012799"
"53805" "HMDB0063986" "LMGL03012913"
"53810" "HMDB0063991" "LMGL03014348"
"53906" "HMDB0064088" "LMGL03013448"
"53907" "HMDB0064089" "LMGL03010856"
"53959" "HMDB0064141" "LMGL03013553"
"53984" "HMDB0064167" "LMGL03010786"
"54048" "HMDB0064231" "LMGL03013281"
"54125" "HMDB0064308" "LMGL03013745"
"54178" "HMDB0064361" "LMGL03012708"
"54231" "HMDB0064414" "LMGL03013194"
"54232" "HMDB0064415" "LMGL03012739"
"54271" "HMDB0064455" "LMGL03012645"
"54293" "HMDB0064478" "LMGL03010175"
"54336" "HMDB0064522" "LMGL03012677"
"54358" "HMDB0064544" "LMGL03012885"
"54417" "HMDB0064603" "LMGL03012745"
"54459" "HMDB0064645" "LMGL03012775"
"54483" "HMDB0064669" "LMGL03013694"
"54538" "HMDB0064724" "LMGL03013853"
"54631" "HMDB0064818" "LMGL03012891"
"54733" "HMDB0064921" "LMGL03015023"
"54797" "HMDB0064987" "LMGL03014239"
"54832" "HMDB0065023" "LMGL03013751"
"54937" "HMDB0065129" "LMGL03012651"
"55023" "HMDB0065215" "LMGL03013230"
"55242" "HMDB0065436" "LMGL03012714"
"55392" "HMDB0065589" "LMGL03012805"
"55401" "HMDB0065598" "LMGL03012683"
"55436" "HMDB0065633" "LMGL03014186"
"55549" "HMDB0065748" "LMGL03013388"
"55795" "HMDB0065998" "LMGL03010216"
"55828" "HMDB0066031" "LMGL03012919"
"55871" "HMDB0066075" "LMGL03013200"
"55994" "HMDB0066198" "LMGL03013287"
"55999" "HMDB0066203" "LMGL03013804"
"56044" "HMDB0066248" "LMGL03011100"
"56102" "HMDB0066307" "LMGL03013339"
"56163" "HMDB0066368" "LMGL03010364"
"56224" "HMDB0066429" "LMGL03014288"
"56264" "HMDB0066469" "LMGL03014051"
"56280" "HMDB0066485" "LMGL03010622"
"56321" "HMDB0066526" "LMGL03011773"
"56368" "HMDB0066573" "LMGL03011408"
"56384" "HMDB0066589" "LMGL03014024"
"56416" "HMDB0066621" "LMGL03013559"
"56526" "HMDB0066733" "LMGL03015072"
"56568" "HMDB0066775" "LMGL03014459"
"56596" "HMDB0066803" "LMGL03015138"
"56621" "HMDB0066828" "LMGL03015243"
"56626" "HMDB0066833" "LMGL03010509"
"56649" "HMDB0066856" "LMGL03010751"
"56667" "HMDB0066874" "LMGL03014486"
"56672" "HMDB0066879" "LMGL03010283"
"56744" "HMDB0066951" "LMGL03013454"
"56768" "HMDB0066975" "LMGL03015270"
"56793" "HMDB0067000" "LMGL03010684"
"56802" "HMDB0067009" "LMGL03011332"
"56812" "HMDB0067019" "LMGL03011250"
"56870" "HMDB0067077" "LMGL03010818"
"56878" "HMDB0067085" "LMGL03010407"
"56894" "HMDB0067101" "LMGL03011257"
"56939" "HMDB0067147" "LMGL03013586"
"57016" "HMDB0067224" "LMGL03011478"
"57020" "HMDB0067228" "LMGL03011032"
"57036" "HMDB0067244" "LMGL03010689"
"57052" "HMDB0067261" "LMGL03011843"
"57241" "HMDB0067450" "LMGL03010960"
"57288" "HMDB0067499" "LMGL03013919"
"57328" "HMDB0067539" "LMGL03014354"
"57395" "HMDB0067606" "LMGL03011416"
"57403" "HMDB0067614" "LMGL03013389"
"57461" "HMDB0067672" "LMGL03012652"
"57476" "HMDB0067687" "LMGL03013340"
"57480" "HMDB0067691" "LMGL03011491"
"57511" "HMDB0067722" "LMGL03014487"
"57537" "HMDB0067749" "LMGL03010760"
"57566" "HMDB0067780" "LMGL03014544"
"57590" "HMDB0067804" "LMGL03014052"
"57593" "HMDB0067807" "LMGL03014460"
"57595" "HMDB0067809" "LMGL03011258"
"57602" "HMDB0067816" "LMGL03015024"
"57606" "HMDB0067820" "LMGL03014025"
"57620" "HMDB0067834" "LMGL03010323"
"57647" "HMDB0067861" "LMGL03014289"
"57648" "HMDB0067862" "LMGL03011341"
"57669" "HMDB0067883" "LMGL03011914"
"57682" "HMDB0067896" "LMGL03010570"
"57706" "HMDB0067920" "LMGL03014187"
"57713" "HMDB0067927" "LMGL03012920"
"57722" "HMDB0067936" "LMGL03014240"
"57737" "HMDB0067951" "LMGL03013695"
"57852" "HMDB0068066" "LMGL03012806"
"57915" "HMDB0068129" "LMGL03015244"
"57920" "HMDB0068134" "LMGL03011114"
"57943" "HMDB0068157" "LMGL03011633"
"57976" "HMDB0068190" "LMGL03013288"
"58077" "HMDB0068292" "LMGL03010412"
"58106" "HMDB0068321" "LMGL03013201"
"58151" "HMDB0068367" "LMGL03010249"
"58161" "HMDB0068377" "LMGL03013455"
"58169" "HMDB0068385" "LMGL03010825"
"58180" "HMDB0068396" "LMGL03014109"
"58184" "HMDB0068400" "LMGL03012746"
"58204" "HMDB0068421" "LMGL03014355"
"58244" "HMDB0068461" "LMGL03013587"
"58260" "HMDB0068477" "LMGL03015271"
"58277" "HMDB0068494" "LMGL03011334"
"58284" "HMDB0068501" "LMGL03015073"
"58342" "HMDB0068559" "LMGL03012684"
"58350" "HMDB0068567" "LMGL03012715"
"58352" "HMDB0068569" "LMGL03011183"
"58378" "HMDB0068595" "LMGL03015139"
"58395" "HMDB0068612" "LMGL03013805"
"58403" "HMDB0068620" "LMGL03011409"
"58414" "HMDB0068631" "LMGL03013854"
"58438" "HMDB0068656" "LMGL03010459"
"58477" "HMDB0068696" "LMGL03010755"
"58489" "HMDB0068708" "LMGL03013752"
"58529" "HMDB0068749" "LMGL03012892"
"58555" "HMDB0068775" "LMGL03013920"
"58567" "HMDB0068788" "LMGL03012776"
"58644" "HMDB0068866" "LMGL03013231"
"58748" "HMDB0068970" "LMGL03011979"
"58750" "HMDB0068972" "LMGL03013560"
"58770" "HMDB0068992" "LMGL03010894"
"58787" "HMDB0069009" "LMGL03013644"
"58833" "HMDB0069055" "LMGL03015328"
"58841" "HMDB0069064" "LMGL03010690"
"58940" "HMDB0069163" "LMGL03012298"
"58984" "HMDB0069209" "LMGL03011560"
"59018" "HMDB0069244" "LMGL03011848"
"59019" "HMDB0069245" "LMGL03012255"
"59040" "HMDB0069267" "LMGL03011915"
"82527" "HMDB0093027" "LMGL02010323"
"82567" "HMDB0093067" "LMGL02010331"
"82575" "HMDB0093075" "LMGL02010332"
"82587" "HMDB0093087" "LMGL02010335"
"82595" "HMDB0093095" "LMGL02010339"
"82603" "HMDB0093103" "LMGL02010340"
"82611" "HMDB0093111" "LMGL02010346"
"82623" "HMDB0093123" "LMGL02010347"
"82663" "HMDB0093163" "LMGL02010324"
"82709" "HMDB0093211" "LMGL02010354"
"82721" "HMDB0093223" "LMGL02010356"
"82739" "HMDB0093241" "LMGL02010359"
"82751" "HMDB0093253" "LMGL02010363"
"82762" "HMDB0093265" "LMGL02010364"
"82774" "HMDB0093277" "LMGL02010370"
"82792" "HMDB0093295" "LMGL02010371"
"82866" "HMDB0093369" "LMGL02010380"
"82883" "HMDB0093387" "LMGL02010387"
"82897" "HMDB0093401" "LMGL02010394"
"83000" "HMDB0093506" "LMGL02010428"
"83028" "HMDB0093534" "LMGL02010435"
"83050" "HMDB0093556" "LMGL02010442"
"83141" "HMDB0093648" "LMGL02010012"
"83159" "HMDB0093666" "LMGL02010036"
"83172" "HMDB0093680" "LMGL02010087"
"83282" "HMDB0093790" "LMGL02010015"
"83300" "HMDB0093808" "LMGL02010025"
"83312" "HMDB0093820" "LMGL02010046"
"83324" "HMDB0093832" "LMGL02010053"
"83336" "HMDB0093844" "LMGL02010104"
"83354" "HMDB0093862" "LMGL02010114"
"83448" "HMDB0093957" "LMGL02010065"
"83462" "HMDB0093971" "LMGL02010133"
"83563" "HMDB0094073" "LMGL02010097"
"83571" "HMDB0094081" "LMGL02010107"
"83579" "HMDB0094089" "LMGL02010178"
"83591" "HMDB0094101" "LMGL02010190"
"83691" "HMDB0094203" "LMGL02010189"
"83855" "HMDB0094367" "LMGL02010243"
"83873" "HMDB0094385" "LMGL02010251"
"84136" "HMDB0094649" "LMFA01100015"
"84169" "HMDB0094684" "LMGL01010005"
"84193" "HMDB0094711" "LMFA01060160"
"86220" "HMDB0096761" "LMGL03012627"
"86236" "HMDB0096778" "LMGL03012659"
"88733" "HMDB0099305" "LMGL03012628"
"88752" "HMDB0099325" "LMGL03012660"
"88860" "HMDB0099433" "LMGL03013177"
"88877" "HMDB0099450" "LMGL03012691"
"88890" "HMDB0099463" "LMGL03012722"
"90485" "HMDB0101086" "LMGL03012630"
"90532" "HMDB0101133" "LMGL03012662"
"90674" "HMDB0101278" "LMGL03013179"
"90700" "HMDB0101304" "LMGL03012693"
"90742" "HMDB0101349" "LMGL03012724"
"90927" "HMDB0101536" "LMGL03013209"
"90944" "HMDB0101553" "LMGL03013673"
"90957" "HMDB0101566" "LMGL03012754"
"90974" "HMDB0101583" "LMGL03012784"
"92973" "HMDB0103606" "LMGL03012632"
"93012" "HMDB0103646" "LMGL03012664"
"93099" "HMDB0103734" "LMGL03013181"
"93116" "HMDB0103751" "LMGL03012695"
"93159" "HMDB0103794" "LMGL03012726"
"93268" "HMDB0103906" "LMGL03013211"
"93279" "HMDB0103917" "LMGL03013675"
"93288" "HMDB0103926" "LMGL03012756"
"93391" "HMDB0104030" "LMGL03013268"
"93407" "HMDB0104047" "LMGL03013732"
"93420" "HMDB0104060" "LMGL03014167"
"93437" "HMDB0104077" "LMGL03012872"
"93449" "HMDB0104090" "LMGL03012900"
"94728" "HMDB0105396" "LMGL03012634"
"94804" "HMDB0105473" "LMGL03012666"
"94919" "HMDB0105588" "LMGL03013183"
"94945" "HMDB0105614" "LMGL03012697"
"95032" "HMDB0105704" "LMGL03012728"
"95173" "HMDB0105846" "LMGL03013213"
"95190" "HMDB0105863" "LMGL03013677"
"95203" "HMDB0105876" "LMGL03012758"
"95250" "HMDB0105923" "LMGL03012788"
"95361" "HMDB0106038" "LMGL03013270"
"95385" "HMDB0106064" "LMGL03013734"
"95404" "HMDB0106083" "LMGL03014169"
"95430" "HMDB0106109" "LMGL03012874"
"95475" "HMDB0106154" "LMGL03012902"
"95607" "HMDB0106296" "LMGL03013323"
"95623" "HMDB0106313" "LMGL03013787"
"95636" "HMDB0106326" "LMGL03014222"
"95653" "HMDB0106343" "LMGL03015006"
"95665" "HMDB0106356" "LMGL03010019"
"95682" "HMDB0106373" "LMGL03010023"
"97238" "HMDB0107940" "LMGL03012637"
"97298" "HMDB0108000" "LMGL03012669"
"97366" "HMDB0108068" "LMGL03013186"
"97383" "HMDB0108085" "LMGL03012700"
"97454" "HMDB0108158" "LMGL03012731"
"97536" "HMDB0108240" "LMGL03013216"
"97547" "HMDB0108251" "LMGL03013680"
"97556" "HMDB0108260" "LMGL03012761"
"97595" "HMDB0108300" "LMGL03012791"
"97661" "HMDB0108366" "LMGL03013273"
"97678" "HMDB0108383" "LMGL03013737"
"97691" "HMDB0108396" "LMGL03014172"
"97708" "HMDB0108413" "LMGL03012877"
"97750" "HMDB0108456" "LMGL03012905"
"97829" "HMDB0108536" "LMGL03010007"
"97840" "HMDB0108547" "LMGL03013790"
"97849" "HMDB0108556" "LMGL03014225"
"97860" "HMDB0108567" "LMGL03015009"
"97869" "HMDB0108576" "LMGL03010004"
"97889" "HMDB0108596" "LMGL03010069"
"97955" "HMDB0108662" "LMGL03013374"
"97972" "HMDB0108679" "LMGL03013839"
"97985" "HMDB0108692" "LMGL03014274"
"98002" "HMDB0108709" "LMGL03015058"
"98015" "HMDB0108722" "LMGL03010041"
"98032" "HMDB0108739" "LMGL03010060"
"98045" "HMDB0108752" "LMGL03010098"
"98954" "HMDB0109669" "LMGL03012643"
"99022" "HMDB0109737" "LMGL03012675"
"99082" "HMDB0109797" "LMGL03013192"
"99099" "HMDB0109814" "LMGL03012706"
"99184" "HMDB0109899" "LMGL03012737"
"99253" "HMDB0109969" "LMGL03013222"
"99264" "HMDB0109980" "LMGL03013686"
"99273" "HMDB0109989" "LMGL03012767"
"99319" "HMDB0110037" "LMGL03012797"
"99379" "HMDB0110097" "LMGL03013279"
"99396" "HMDB0110114" "LMGL03013743"
"99409" "HMDB0110127" "LMGL03014178"
"99426" "HMDB0110144" "LMGL03012883"
"99481" "HMDB0110199" "LMGL03012911"
"99550" "HMDB0110269" "LMGL03013331"
"99561" "HMDB0110280" "LMGL03013796"
"99570" "HMDB0110289" "LMGL03014231"
"99580" "HMDB0110300" "LMGL03015015"
"99589" "HMDB0110309" "LMGL03010066"
"99617" "HMDB0110337" "LMGL03010257"
"99677" "HMDB0110397" "LMGL03013380"
"99694" "HMDB0110414" "LMGL03013845"
"99707" "HMDB0110427" "LMGL03014280"
"99724" "HMDB0110444" "LMGL03015064"
"99737" "HMDB0110457" "LMGL03010093"
"99754" "HMDB0110474" "LMGL03010130"
"99779" "HMDB0110499" "LMGL03010331"
"99849" "HMDB0110569" "LMGL03013446"
"99860" "HMDB0110580" "LMGL03013911"
"99869" "HMDB0110589" "LMGL03014346"
"99880" "HMDB0110600" "LMGL03015130"
"99889" "HMDB0110609" "LMGL03010149"
"99900" "HMDB0110620" "LMGL03010199"
"99909" "HMDB0110629" "LMGL03010296"
"99917" "HMDB0110637" "LMGL03010472"
"101137" "HMDB0112099" "LMFA01150001"
"101218" "HMDB0112180" "LMFA02000123"
"101219" "HMDB0112181" "LMFA02000125"
"101220" "HMDB0112182" "LMFA02000126"
"101221" "HMDB0112183" "LMFA02000129"
"101222" "HMDB0112184" "LMFA01050190"
"101227" "HMDB0112189" "LMFA01050049"
"101231" "HMDB0112193" "LMFA02000124"
"101232" "HMDB0112194" "LMFA02000154"
"101293" "HMDB0112256" "LMPR01070273"
"101297" "HMDB0112262" "LMPR01070260"
"101298" "HMDB0112263" "LMPR01070256"
"101302" "HMDB0112267" "LMGP03010007"
"101308" "HMDB0112273" "LMGP03010930"
"101309" "HMDB0112274" "LMGP03010102"
"101310" "HMDB0112275" "LMGP03010112"
"101312" "HMDB0112277" "LMGP03010127"
"101313" "HMDB0112278" "LMGP03010128"
"101314" "HMDB0112279" "LMGP03010134"
"101315" "HMDB0112280" "LMGP03010982"
"101316" "HMDB0112281" "LMGP03010917"
"101317" "HMDB0112282" "LMGP03010916"
"101319" "HMDB0112284" "LMGP03010145"
"101320" "HMDB0112285" "LMGP03010151"
"101321" "HMDB0112286" "LMGP03010967"
"101322" "HMDB0112287" "LMGP03010216"
"101323" "HMDB0112288" "LMGP03010217"
"101328" "HMDB0112293" "LMGP03010925"
"101329" "HMDB0112294" "LMGP03010099"
"101330" "HMDB0112295" "LMGP03010924"
"101331" "HMDB0112296" "LMGP03010103"
"101334" "HMDB0112299" "LMGP03010922"
"101335" "HMDB0112300" "LMGP03010921"
"101337" "HMDB0112302" "LMGP03010107"
"101338" "HMDB0112303" "LMGP03010108"
"101343" "HMDB0112308" "LMGP03010122"
"101344" "HMDB0112309" "LMGP03010124"
"101345" "HMDB0112310" "LMGP03010129"
"101348" "HMDB0112313" "LMGP03010132"
"101350" "HMDB0112315" "LMGP03010136"
"101351" "HMDB0112316" "LMGP03010137"
"101355" "HMDB0112320" "LMGP03010140"
"101356" "HMDB0112321" "LMGP03010141"
"101357" "HMDB0112322" "LMGP03010914"
"101358" "HMDB0112323" "LMGP03010913"
"101359" "HMDB0112324" "LMGP03010146"
"101360" "HMDB0112325" "LMGP03010147"
"101361" "HMDB0112326" "LMGP03010148"
"101362" "HMDB0112327" "LMGP03010150"
"101363" "HMDB0112328" "LMGP03010152"
"101365" "HMDB0112330" "LMGP03010153"
"101366" "HMDB0112331" "LMGP03010154"
"101368" "HMDB0112333" "LMGP03010155"
"101369" "HMDB0112334" "LMGP03010156"
"101371" "HMDB0112336" "LMGP03010159"
"101374" "HMDB0112339" "LMGP03010160"
"101377" "HMDB0112342" "LMGP03010910"
"101378" "HMDB0112343" "LMGP03010905"
"101379" "HMDB0112344" "LMGP03010904"
"101380" "HMDB0112345" "LMGP03010035"
"101381" "HMDB0112346" "LMGP03010197"
"101383" "HMDB0112348" "LMGP03010902"
"101384" "HMDB0112349" "LMGP03010966"
"101386" "HMDB0112351" "LMGP03010200"
"101387" "HMDB0112352" "LMGP03010965"
"101392" "HMDB0112357" "LMGP03010205"
"101393" "HMDB0112358" "LMGP03010212"
"101394" "HMDB0112359" "LMGP03010899"
"101395" "HMDB0112360" "LMGP03010218"
"101398" "HMDB0112363" "LMGP03010220"
"101399" "HMDB0112364" "LMGP03010222"
"101401" "HMDB0112366" "LMGP03010224"
"101402" "HMDB0112367" "LMGP03010225"
"101407" "HMDB0112372" "LMGP03010310"
"101408" "HMDB0112373" "LMGP03010315"
"101409" "HMDB0112374" "LMGP03010886"
"101410" "HMDB0112375" "LMGP03010961"
"101411" "HMDB0112376" "LMGP03010960"
"101413" "HMDB0112378" "LMGP03010884"
"101414" "HMDB0112379" "LMGP03010975"
"101416" "HMDB0112381" "LMGP03010321"
"101417" "HMDB0112382" "LMGP03010883"
"101444" "HMDB0112409" "LMGP03010325"
"101445" "HMDB0112410" "LMGP03010330"
"101446" "HMDB0112411" "LMGP03010957"
"101447" "HMDB0112412" "LMGP03010956"
"101448" "HMDB0112413" "LMGP03010334"
"101451" "HMDB0112416" "LMGP03010878"
"101452" "HMDB0112417" "LMGP03010955"
"101454" "HMDB0112419" "LMGP03010338"
"101455" "HMDB0112420" "LMGP03010339"
"101460" "HMDB0112425" "LMGP03010344"
"101462" "HMDB0112427" "LMGP03010351"
"101463" "HMDB0112428" "LMGP03010353"
"101464" "HMDB0112429" "LMGP03010356"
"101465" "HMDB0112430" "LMGP03010357"
"101466" "HMDB0112431" "LMGP03010358"
"101469" "HMDB0112434" "LMGP03010360"
"101470" "HMDB0112435" "LMGP03010362"
"101472" "HMDB0112437" "LMGP03010364"
"101473" "HMDB0112438" "LMGP03010365"
"101478" "HMDB0112443" "LMGP03010368"
"101479" "HMDB0112444" "LMGP03010369"
"101480" "HMDB0112445" "LMGP03010370"
"101481" "HMDB0112446" "LMGP03010372"
"101482" "HMDB0112447" "LMGP03010373"
"101483" "HMDB0112448" "LMGP03010377"
"101485" "HMDB0112450" "LMGP03010378"
"101486" "HMDB0112451" "LMGP03010379"
"101487" "HMDB0112452" "LMGP03010381"
"101488" "HMDB0112453" "LMGP03010382"
"101489" "HMDB0112454" "LMGP03010385"
"101490" "HMDB0112455" "LMGP03010386"
"101492" "HMDB0112457" "LMGP03010388"
"101493" "HMDB0112458" "LMGP03010389"
"101494" "HMDB0112459" "LMGP03010390"
"101495" "HMDB0112460" "LMGP03010392"
"101497" "HMDB0112462" "LMGP03010394"
"101498" "HMDB0112463" "LMGP03010395"
"101500" "HMDB0112465" "LMGP03010396"
"101504" "HMDB0112469" "LMGP03010409"
"101505" "HMDB0112470" "LMGP03010410"
"101506" "HMDB0112471" "LMGP03010413"
"101507" "HMDB0112472" "LMGP03010414"
"101508" "HMDB0112473" "LMGP03010415"
"101511" "HMDB0112476" "LMGP03010418"
"101512" "HMDB0112477" "LMGP03010420"
"101514" "HMDB0112479" "LMGP03010422"
"101515" "HMDB0112480" "LMGP03010423"
"101520" "HMDB0112485" "LMGP03010427"
"101521" "HMDB0112486" "LMGP03010428"
"101522" "HMDB0112487" "LMGP03010429"
"101523" "HMDB0112488" "LMGP03010431"
"101524" "HMDB0112489" "LMGP03010432"
"101525" "HMDB0112490" "LMGP03010436"
"101527" "HMDB0112492" "LMGP03010437"
"101528" "HMDB0112493" "LMGP03010438"
"101529" "HMDB0112494" "LMGP03010439"
"101530" "HMDB0112495" "LMGP03010440"
"101531" "HMDB0112496" "LMGP03010441"
"101532" "HMDB0112497" "LMGP03010444"
"101533" "HMDB0112498" "LMGP03010446"
"101535" "HMDB0112500" "LMGP03010447"
"101536" "HMDB0112501" "LMGP03010448"
"101538" "HMDB0112503" "LMGP03010449"
"101539" "HMDB0112504" "LMGP03010451"
"101540" "HMDB0112505" "LMGP03010453"
"101541" "HMDB0112506" "LMGP03010454"
"101544" "HMDB0112509" "LMGP03010455"
"101546" "HMDB0112511" "LMGP03010865"
"101547" "HMDB0112512" "LMGP03010511"
"101548" "HMDB0112513" "LMGP03010512"
"101549" "HMDB0112514" "LMGP03010864"
"101550" "HMDB0112515" "LMGP03010514"
"101551" "HMDB0112516" "LMGP03010952"
"101553" "HMDB0112519" "LMGP03010950"
"101554" "HMDB0112520" "LMGP03010518"
"101555" "HMDB0112521" "LMGP03010519"
"101556" "HMDB0112522" "LMGP03010949"
"101557" "HMDB0112523" "LMGP03010863"
"101558" "HMDB0112524" "LMGP03010948"
"101559" "HMDB0112525" "LMGP03010947"
"101561" "HMDB0112527" "LMGP03010522"
"101562" "HMDB0112528" "LMGP03010862"
"101564" "HMDB0112530" "LMGP03010523"
"101565" "HMDB0112531" "LMGP03010946"
"101567" "HMDB0112533" "LMGP03010526"
"101568" "HMDB0112534" "LMGP03010527"
"101571" "HMDB0112537" "LMGP03010861"
"101574" "HMDB0112540" "LMGP03010530"
"101575" "HMDB0112541" "LMGP03010531"
"101576" "HMDB0112542" "LMGP03010532"
"101577" "HMDB0112543" "LMGP03010534"
"101578" "HMDB0112544" "LMGP03010535"
"101579" "HMDB0112545" "LMGP03010539"
"101581" "HMDB0112547" "LMGP03010540"
"101582" "HMDB0112548" "LMGP03010541"
"101583" "HMDB0112549" "LMGP03010542"
"101584" "HMDB0112550" "LMGP03010543"
"101585" "HMDB0112551" "LMGP03010547"
"101586" "HMDB0112552" "LMGP03010860"
"101587" "HMDB0112553" "LMGP03010548"
"101589" "HMDB0112555" "LMGP03010549"
"101590" "HMDB0112556" "LMGP03010550"
"101591" "HMDB0112557" "LMGP03010551"
"101592" "HMDB0112558" "LMGP03010553"
"101594" "HMDB0112560" "LMGP03010555"
"101595" "HMDB0112561" "LMGP03010556"
"101598" "HMDB0112564" "LMGP03010557"
"101601" "HMDB0112567" "LMGP03010560"
"101602" "HMDB0112568" "LMGP03010561"
"101603" "HMDB0112569" "LMGP03010562"
"101604" "HMDB0112570" "LMGP03010564"
"101605" "HMDB0112571" "LMGP03010565"
"101606" "HMDB0112572" "LMGP03010569"
"101608" "HMDB0112574" "LMGP03010570"
"101609" "HMDB0112575" "LMGP03010571"
"101610" "HMDB0112576" "LMGP03010573"
"101611" "HMDB0112577" "LMGP03010574"
"101612" "HMDB0112578" "LMGP03010577"
"101613" "HMDB0112579" "LMGP03010578"
"101614" "HMDB0112580" "LMGP03010579"
"101616" "HMDB0112582" "LMGP03010580"
"101617" "HMDB0112583" "LMGP03010581"
"101619" "HMDB0112585" "LMGP03010584"
"101621" "HMDB0112587" "LMGP03010586"
"101622" "HMDB0112588" "LMGP03010587"
"101655" "HMDB0112621" "LMGP03010593"
"101657" "HMDB0112623" "LMGP03010603"
"101658" "HMDB0112624" "LMGP03010605"
"101659" "HMDB0112625" "LMGP03010608"
"101660" "HMDB0112626" "LMGP03010609"
"101661" "HMDB0112627" "LMGP03010610"
"101664" "HMDB0112630" "LMGP03010615"
"101666" "HMDB0112632" "LMGP03010618"
"101670" "HMDB0112636" "LMGP03010624"
"101672" "HMDB0112638" "LMGP03010633"
"101673" "HMDB0112639" "LMGP03010635"
"101674" "HMDB0112640" "LMGP03010638"
"101675" "HMDB0112641" "LMGP03010639"
"101676" "HMDB0112642" "LMGP03010640"
"101679" "HMDB0112645" "LMGP03010642"
"101680" "HMDB0112646" "LMGP03010644"
"101682" "HMDB0112648" "LMGP03010646"
"101683" "HMDB0112649" "LMGP03010647"
"101713" "HMDB0112679" "LMGP03010650"
"101714" "HMDB0112680" "LMGP03010651"
"101715" "HMDB0112681" "LMGP03010652"
"101716" "HMDB0112682" "LMGP03010654"
"101717" "HMDB0112683" "LMGP03010655"
"101718" "HMDB0112684" "LMGP03010659"
"101720" "HMDB0112686" "LMGP03010857"
"101721" "HMDB0112687" "LMGP03010660"
"101722" "HMDB0112688" "LMGP03010662"
"101723" "HMDB0112689" "LMGP03010663"
"101724" "HMDB0112690" "LMGP03010666"
"101725" "HMDB0112691" "LMGP03010667"
"101726" "HMDB0112692" "LMGP03010668"
"101728" "HMDB0112694" "LMGP03010669"
"101729" "HMDB0112695" "LMGP03010670"
"101731" "HMDB0112697" "LMGP03010671"
"101732" "HMDB0112698" "LMGP03010673"
"101734" "HMDB0112700" "LMGP03010675"
"101735" "HMDB0112701" "LMGP03010676"
"101738" "HMDB0112704" "LMGP03010856"
"101741" "HMDB0112707" "LMGP03010848"
"101742" "HMDB0112708" "LMGP03010702"
"101743" "HMDB0112709" "LMGP03010703"
"101744" "HMDB0112710" "LMGP03010705"
"101745" "HMDB0112711" "LMGP03010706"
"101746" "HMDB0112712" "LMGP03010847"
"101748" "HMDB0112714" "LMGP03010945"
"101749" "HMDB0112715" "LMGP03010710"
"101750" "HMDB0112716" "LMGP03010711"
"101751" "HMDB0112717" "LMGP03010712"
"101752" "HMDB0112718" "LMGP03010713"
"101753" "HMDB0112719" "LMGP03010716"
"101754" "HMDB0112720" "LMGP03010944"
"101755" "HMDB0112721" "LMGP03010717"
"101757" "HMDB0112723" "LMGP03010718"
"101758" "HMDB0112724" "LMGP03010719"
"101760" "HMDB0112726" "LMGP03010720"
"101761" "HMDB0112727" "LMGP03010943"
"101763" "HMDB0112729" "LMGP03010723"
"101764" "HMDB0112730" "LMGP03010724"
"101767" "HMDB0112733" "LMGP03010973"
"101795" "HMDB0112761" "LMGP03010758"
"101796" "HMDB0112762" "LMGP03010759"
"101797" "HMDB0112763" "LMGP03010760"
"101798" "HMDB0112764" "LMGP03010762"
"101799" "HMDB0112765" "LMGP03010763"
"101800" "HMDB0112766" "LMGP03010767"
"101802" "HMDB0112768" "LMGP03010768"
"101803" "HMDB0112769" "LMGP03010769"
"101804" "HMDB0112770" "LMGP03010770"
"101805" "HMDB0112771" "LMGP03010771"
"101806" "HMDB0112772" "LMGP03010772"
"101807" "HMDB0112773" "LMGP03010775"
"101808" "HMDB0112774" "LMGP03010776"
"101809" "HMDB0112775" "LMGP03010777"
"101811" "HMDB0112777" "LMGP03010779"
"101813" "HMDB0112779" "LMGP03010782"
"101815" "HMDB0112781" "LMGP03010784"
